consecutivo,folioviv,ic_rezedu,ic_asalud,ic_segsoc,trab,jedad,muj15a49,exc_lengua,depecon,dormi,num_ind,hacina,ing_mon,ing_trab,ing_negp,ing_rent,ing_tran,rururb,intt,intpc,teneciareg,locurbana,paredsol,techosol,lningtot
375,021049,2,5,6,2,53,3,0,2,2,6,3.00,10980.94,10897.42,0.00,0.00,83.52,0,12027.87,2004.64,1,1,0.00,1.00,9.39
376,021050,1,0,5,2,44,2,0,2,2,5,2.50,6330.77,6109.32,221.45,0.00,0.00,0,8092.29,1618.46,1,1,1.00,1.00,9.00
377,021051,1,1,2,1,84,0,0,1,4,3,0.75,27536.69,20026.68,0.00,0.00,7510.01,0,22867.43,7622.48,1,1,1.00,1.00,10.04
378,021052,1,4,2,1,78,1,0,0,2,5,2.50,8331.22,4045.39,0.00,3004.00,1281.82,0,11821.63,2364.33,1,1,1.00,0.00,9.38
379,021053,0,1,1,1,52,0,0,0,1,1,1.00,4005.34,4005.34,0.00,0.00,0.00,0,5501.23,5501.23,0,1,0.00,1.00,8.61
380,021054,0,5,4,3,49,1,0,1,3,7,2.33,6400.70,5383.00,125.59,0.00,868.38,0,9196.35,1313.76,1,1,1.00,1.00,9.13
381,021055,0,3,3,1,42,1,0,1,1,3,3.00,18743.34,0.00,15380.49,3362.85,0.00,0,18671.34,6223.78,1,1,1.00,1.00,9.83
382,021056,1,0,0,2,45,0,0,0,1,2,2.00,5406.61,5343.82,0.00,0.00,50.23,0,5888.20,2944.10,0,1,0.00,1.00,8.68
383,021057,2,2,9,3,52,3,0,4,4,9,2.25,4303.85,868.38,3435.46,0.00,0.00,0,6368.46,707.61,1,1,0.00,1.00,8.76
384,021058,1,0,5,2,65,1,0,0,2,5,2.50,3194.29,2994.03,99.87,0.00,100.39,0,5188.81,1037.76,1,1,0.00,1.00,8.55
385,021059,0,0,0,1,39,1,0,3,3,4,1.33,15047.92,15020.01,0.00,0.00,0.00,0,14615.20,3653.80,1,1,1.00,1.00,9.59
386,021060,2,1,1,1,77,0,0,0,1,4,4.00,8446.45,0.00,6093.31,0.00,2353.14,0,8113.59,2028.40,1,1,1.00,1.00,9.00
387,022001,0,0,0,0,78,0,0,0,2,3,1.50,55353.56,0.00,0.00,35033.90,20319.66,0,63419.29,21139.76,1,1,1.00,1.00,11.06
388,022002,0,1,1,3,60,0,0,0,3,4,1.33,68598.51,54853.07,3235.27,6005.81,4504.36,0,78680.68,19670.17,1,1,1.00,1.00,11.27
389,022003,0,3,3,0,80,0,0,2,3,3,1.00,24023.24,0.00,0.00,24023.24,0.00,0,36121.84,12040.61,1,1,1.00,1.00,10.49
390,022004,0,0,0,1,28,0,0,0,1,1,1.00,12011.62,12011.62,0.00,0.00,0.00,0,11295.11,11295.11,1,1,1.00,1.00,9.33
391,022005,1,0,1,0,65,0,0,0,1,1,1.00,766.07,0.00,766.07,0.00,0.00,0,2278.39,2278.39,1,1,1.00,1.00,7.73
392,022006,1,0,1,1,42,1,0,1,3,4,1.33,8008.89,5785.83,0.00,0.00,2202.13,0,10025.32,2506.33,1,1,1.00,1.00,9.21
393,022007,1,4,4,2,49,0,0,0,3,4,1.33,10127.18,6806.59,2653.45,0.00,667.15,0,13051.86,3262.97,1,1,1.00,1.00,9.48
394,022008,0,5,5,1,38,1,0,1,3,5,1.67,9324.15,7272.22,0.00,1751.68,300.25,0,11340.58,2268.12,1,1,1.00,1.00,9.34
395,022010,2,0,1,2,62,0,0,0,2,3,1.50,3496.14,2499.23,996.91,0.00,0.00,0,4504.36,1501.45,1,1,1.00,1.00,8.41
396,022011,1,1,2,2,55,0,0,0,1,2,2.00,15014.53,7006.78,8007.75,0.00,0.00,1,16627.67,8313.84,1,0,1.00,1.00,9.72
397,022012,0,0,1,1,32,2,0,4,2,5,2.50,8038.07,8010.16,0.00,0.00,0.00,1,9550.39,1910.08,0,0,1.00,1.00,9.16
398,022013,2,0,0,1,76,0,0,1,3,3,1.00,8107.82,7607.36,0.00,0.00,500.46,1,9116.04,3038.68,1,0,1.00,1.00,9.12
399,022014,2,4,4,2,57,0,0,0,2,4,2.00,15715.21,3703.58,0.00,12011.62,0.00,1,19512.81,4878.20,1,0,1.00,1.00,9.88
400,022015,0,6,6,1,37,1,0,5,3,6,2.00,18017.43,18017.43,0.00,0.00,0.00,1,21042.08,3507.01,1,0,1.00,1.00,9.95
401,022016,0,1,0,3,44,0,0,1,2,5,2.50,18662.36,10167.62,0.00,7343.27,1151.47,0,20667.02,4133.40,1,1,0.00,1.00,9.94
402,022017,0,0,0,2,43,0,0,0,2,4,2.00,7243.20,7208.74,28.18,0.00,0.00,0,9024.35,2256.09,1,1,1.00,1.00,9.11
403,022018,0,3,2,3,45,1,0,1,2,6,3.00,27863.61,22434.11,5111.36,0.00,0.00,0,30601.36,5100.23,1,1,1.00,1.00,10.33
404,022019,0,1,0,1,47,1,0,0,2,4,2.00,19371.13,17516.95,602.97,0.00,1251.21,0,19761.54,4940.38,1,1,1.00,1.00,9.89
405,022020,0,0,0,0,66,0,0,0,3,2,0.67,2302.23,0.00,0.00,0.00,2302.23,0,5830.99,2915.49,1,1,1.00,1.00,8.67
406,022021,0,0,0,2,53,1,0,2,3,5,1.67,40038.74,40038.74,0.00,0.00,0.00,0,42558.80,8511.76,1,1,1.00,1.00,10.66
407,022022,0,0,0,0,60,0,0,0,3,2,0.67,7006.78,0.00,0.00,0.00,7006.78,0,11039.65,5519.82,1,1,1.00,1.00,9.31
408,022023,0,4,1,2,54,0,0,1,3,5,1.67,15845.10,11811.43,0.00,2501.52,1501.45,0,20650.71,4130.14,1,1,1.00,1.00,9.94
409,022024,0,1,2,2,47,0,0,0,1,2,2.00,10275.41,9248.96,0.00,900.87,0.00,0,22374.01,11187.00,1,1,1.00,1.00,10.02
410,022025,0,0,0,0,81,0,0,0,2,2,1.00,4804.65,0.00,0.00,2001.94,2802.71,0,7092.13,7092.13,1,1,1.00,1.00,8.87
411,022026,1,0,0,2,24,0,0,1,1,3,3.00,10367.26,10311.45,0.00,0.00,0.00,0,11240.93,3746.98,1,1,0.00,1.00,9.33
